ascii,word,letter_frequency
519,bahis,"{'a': 1, 'b': 1, 'h': 1, 'i': 1, 's': 1}"
519,bambu,"{'a': 1, 'b': 2, 'm': 1, 'u': 1}"
519,barem,"{'a': 1, 'b': 1, 'e': 1, 'm': 1, 'r': 1}"
519,belik,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
519,belki,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
519,bilek,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
519,bilgi,"{'b': 1, 'g': 1, 'i': 2, 'l': 1}"
519,budak,"{'a': 1, 'b': 1, 'd': 1, 'k': 1, 'u': 1}"
519,cehre,"{'c': 1, 'e': 2, 'h': 1, 'r': 1}"
519,cenap,"{'a': 1, 'c': 1, 'e': 1, 'n': 1, 'p': 1}"
519,cihar,"{'a': 1, 'c': 1, 'h': 1, 'i': 1, 'r': 1}"
519,damat,"{'a': 2, 'd': 1, 'm': 1, 't': 1}"
519,dekar,"{'a': 1, 'd': 1, 'e': 1, 'k': 1, 'r': 1}"
519,delme,"{'d': 1, 'e': 2, 'l': 1, 'm': 1}"
519,denek,"{'d': 1, 'e': 2, 'k': 1, 'n': 1}"
519,devce,"{'c': 1, 'd': 1, 'e': 2, 'v': 1}"
519,dinci,"{'c': 1, 'd': 1, 'i': 2, 'n': 1}"
519,emici,"{'c': 1, 'e': 1, 'i': 2, 'm': 1}"
519,fakat,"{'a': 2, 'f': 1, 'k': 1, 't': 1}"
519,felek,"{'e': 2, 'f': 1, 'k': 1, 'l': 1}"
519,gadir,"{'a': 1, 'd': 1, 'g': 1, 'i': 1, 'r': 1}"
519,habis,"{'a': 1, 'b': 1, 'h': 1, 'i': 1, 's': 1}"
519,hacir,"{'a': 1, 'c': 1, 'h': 1, 'i': 1, 'r': 1}"
519,hamle,"{'a': 1, 'e': 1, 'h': 1, 'l': 1, 'm': 1}"
519,hanek,"{'a': 1, 'e': 1, 'h': 1, 'k': 1, 'n': 1}"
519,hangi,"{'a': 1, 'g': 1, 'h': 1, 'i': 1, 'n': 1}"
519,hasbi,"{'a': 1, 'b': 1, 'h': 1, 'i': 1, 's': 1}"
519,hayda,"{'a': 2, 'd': 1, 'h': 1, 'y': 1}"
519,hecin,"{'c': 1, 'e': 1, 'h': 1, 'i': 1, 'n': 1}"
519,ihata,"{'a': 2, 'h': 1, 'i': 1, 't': 1}"
519,ikame,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1}"
519,ilahi,"{'a': 1, 'h': 1, 'i': 2, 'l': 1}"
519,kader,"{'a': 1, 'd': 1, 'e': 1, 'k': 1, 'r': 1}"
519,kaime,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1}"
519,kakao,"{'a': 2, 'k': 2, 'o': 1}"
519,kalan,"{'a': 2, 'k': 1, 'l': 1, 'n': 1}"
519,kanal,"{'a': 2, 'k': 1, 'l': 1, 'n': 1}"
519,karha,"{'a': 2, 'h': 1, 'k': 1, 'r': 1}"
519,lagar,"{'a': 2, 'g': 1, 'l': 1, 'r': 1}"
519,makam,"{'a': 2, 'k': 1, 'm': 2}"
519,medih,"{'d': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1}"
519,mehdi,"{'d': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1}"
519,menfa,"{'a': 1, 'e': 1, 'f': 1, 'm': 1, 'n': 1}"
519,nadas,"{'a': 2, 'd': 1, 'n': 1, 's': 1}"
519,nakdi,"{'a': 1, 'd': 1, 'i': 1, 'k': 1, 'n': 1}"
519,orada,"{'a': 2, 'd': 1, 'o': 1, 'r': 1}"
519,pagan,"{'a': 2, 'g': 1, 'n': 1, 'p': 1}"
519,sedef,"{'d': 1, 'e': 2, 'f': 1, 's': 1}"
519,tedai,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 't': 1}"
520,aceze,"{'a': 1, 'c': 1, 'e': 2, 'z': 1}"
520,akman,"{'a': 2, 'k': 1, 'm': 1, 'n': 1}"
520,ameli,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
520,anmak,"{'a': 2, 'k': 1, 'm': 1, 'n': 1}"
520,balet,"{'a': 1, 'b': 1, 'e': 1, 'l': 1, 't': 1}"
520,bardo,"{'a': 1, 'b': 1, 'd': 1, 'o': 1, 'r': 1}"
520,belli,"{'b': 1, 'e': 1, 'i': 1, 'l': 2}"
520,biblo,"{'b': 2, 'i': 1, 'l': 1, 'o': 1}"
520,borda,"{'a': 1, 'b': 1, 'd': 1, 'o': 1, 'r': 1}"
520,cumba,"{'a': 1, 'b': 1, 'c': 1, 'm': 1, 'u': 1}"
520,datif,"{'a': 1, 'd': 1, 'f': 1, 'i': 1, 't': 1}"
520,dobra,"{'a': 1, 'b': 1, 'd': 1, 'o': 1, 'r': 1}"
520,dogma,"{'a': 1, 'd': 1, 'g': 1, 'm': 1, 'o': 1}"
520,elcik,"{'c': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
520,elden,"{'d': 1, 'e': 2, 'l': 1, 'n': 1}"
520,eleme,"{'e': 3, 'l': 1, 'm': 1}"
520,fahte,"{'a': 1, 'e': 1, 'f': 1, 'h': 1, 't': 1}"
520,fetha,"{'a': 1, 'e': 1, 'f': 1, 'h': 1, 't': 1}"
520,fiber,"{'b': 1, 'e': 1, 'f': 1, 'i': 1, 'r': 1}"
520,fonda,"{'a': 1, 'd': 1, 'f': 1, 'n': 1, 'o': 1}"
520,gonca,"{'a': 1, 'c': 1, 'g': 1, 'n': 1, 'o': 1}"
520,halen,"{'a': 1, 'e': 1, 'h': 1, 'l': 1, 'n': 1}"
520,heder,"{'d': 1, 'e': 2, 'h': 1, 'r': 1}"
520,hidra,"{'a': 1, 'd': 1, 'h': 1, 'i': 1, 'r': 1}"
520,imale,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
520,kanma,"{'a': 2, 'k': 1, 'm': 1, 'n': 1}"
520,kapak,"{'a': 2, 'k': 2, 'p': 1}"
520,koala,"{'a': 2, 'k': 1, 'l': 1, 'o': 1}"
520,ladin,"{'a': 1, 'd': 1, 'i': 1, 'l': 1, 'n': 1}"
520,maile,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
520,mecra,"{'a': 1, 'c': 1, 'e': 1, 'm': 1, 'r': 1}"
520,segah,"{'a': 1, 'e': 1, 'g': 1, 'h': 1, 's': 1}"
521,alaza,"{'a': 3, 'l': 1, 'z': 1}"
521,albay,"{'a': 2, 'b': 1, 'l': 1, 'y': 1}"
521,aleni,"{'a': 1, 'e': 1, 'i': 1, 'l': 1, 'n': 1}"
521,anlam,"{'a': 2, 'l': 1, 'm': 1, 'n': 1}"
521,bakir,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 'r': 1}"
521,balya,"{'a': 2, 'b': 1, 'l': 1, 'y': 1}"
521,basar,"{'a': 2, 'b': 1, 'r': 1, 's': 1}"
521,basen,"{'a': 1, 'b': 1, 'e': 1, 'n': 1, 's': 1}"
521,bilme,"{'b': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
521,binek,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'n': 1}"
521,bingi,"{'b': 1, 'g': 1, 'i': 2, 'n': 1}"
521,birci,"{'b': 1, 'c': 1, 'i': 2, 'r': 1}"
521,bunca,"{'a': 1, 'b': 1, 'c': 1, 'n': 1, 'u': 1}"
521,calip,"{'a': 1, 'c': 1, 'i': 1, 'l': 1, 'p': 1}"
521,cedit,"{'c': 1, 'd': 1, 'e': 1, 'i': 1, 't': 1}"
521,celep,"{'c': 1, 'e': 2, 'l': 1, 'p': 1}"
521,celil,"{'c': 1, 'e': 1, 'i': 1, 'l': 2}"
521,cezbe,"{'b': 1, 'c': 1, 'e': 2, 'z': 1}"
521,cihat,"{'a': 1, 'c': 1, 'h': 1, 'i': 1, 't': 1}"
521,delik,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
521,denme,"{'d': 1, 'e': 2, 'm': 1, 'n': 1}"
521,dikel,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
521,dilek,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1}"
521,dudak,"{'a': 1, 'd': 2, 'k': 1, 'u': 1}"
521,efkar,"{'a': 1, 'e': 1, 'f': 1, 'k': 1, 'r': 1}"
521,eleji,"{'e': 2, 'i': 1, 'j': 1, 'l': 1}"
521,elifi,"{'e': 1, 'f': 1, 'i': 2, 'l': 1}"
521,emcik,"{'c': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1}"
521,fecir,"{'c': 1, 'e': 1, 'f': 1, 'i': 1, 'r': 1}"
521,fehim,"{'e': 1, 'f': 1, 'h': 1, 'i': 1, 'm': 1}"
521,galat,"{'a': 2, 'g': 1, 'l': 1, 't': 1}"
521,gudde,"{'d': 2, 'e': 1, 'g': 1, 'u': 1}"
521,hadis,"{'a': 1, 'd': 1, 'h': 1, 'i': 1, 's': 1}"
521,halas,"{'a': 2, 'h': 1, 'l': 1, 's': 1}"
521,haram,"{'a': 2, 'h': 1, 'm': 1, 'r': 1}"
521,havai,"{'a': 2, 'h': 1, 'i': 1, 'v': 1}"
521,haybe,"{'a': 1, 'b': 1, 'e': 1, 'h': 1, 'y': 1}"
521,hayfa,"{'a': 2, 'f': 1, 'h': 1, 'y': 1}"
521,helke,"{'e': 2, 'h': 1, 'k': 1, 'l': 1}"
521,idari,"{'a': 1, 'd': 1, 'i': 2, 'r': 1}"
521,idman,"{'a': 1, 'd': 1, 'i': 1, 'm': 1, 'n': 1}"
521,ihdas,"{'a': 1, 'd': 1, 'h': 1, 'i': 1, 's': 1}"
521,ikici,"{'c': 1, 'i': 3, 'k': 1}"
521,ilhak,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'l': 1}"
521,ilkah,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'l': 1}"
521,imame,"{'a': 1, 'e': 1, 'i': 1, 'm': 2}"
521,infak,"{'a': 1, 'f': 1, 'i': 1, 'k': 1, 'n': 1}"
521,iradi,"{'a': 1, 'd': 1, 'i': 2, 'r': 1}"
521,jakar,"{'a': 2, 'j': 1, 'k': 1, 'r': 1}"
521,kabir,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 'r': 1}"
521,kablo,"{'a': 1, 'b': 1, 'k': 1, 'l': 1, 'o': 1}"
521,kabza,"{'a': 2, 'b': 1, 'k': 1, 'z': 1}"
521,kahil,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'l': 1}"
521,kahpe,"{'a': 1, 'e': 1, 'h': 1, 'k': 1, 'p': 1}"
521,kavaf,"{'a': 2, 'f': 1, 'k': 1, 'v': 1}"
521,kefen,"{'e': 2, 'f': 1, 'k': 1, 'n': 1}"
521,kefne,"{'e': 2, 'f': 1, 'k': 1, 'n': 1}"
521,kehle,"{'e': 2, 'h': 1, 'k': 1, 'l': 1}"
521,kenef,"{'e': 2, 'f': 1, 'k': 1, 'n': 1}"
521,kibar,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 'r': 1}"
521,klapa,"{'a': 2, 'k': 1, 'l': 1, 'p': 1}"
521,kubbe,"{'b': 2, 'e': 1, 'k': 1, 'u': 1}"
521,lades,"{'a': 1, 'd': 1, 'e': 1, 'l': 1, 's': 1}"
521,lakap,"{'a': 2, 'k': 1, 'l': 1, 'p': 1}"
521,mabet,"{'a': 1, 'b': 1, 'e': 1, 'm': 1, 't': 1}"
521,mader,"{'a': 1, 'd': 1, 'e': 1, 'm': 1, 'r': 1}"
521,mahra,"{'a': 2, 'h': 1, 'm': 1, 'r': 1}"
521,medar,"{'a': 1, 'd': 1, 'e': 1, 'm': 1, 'r': 1}"
521,nadim,"{'a': 1, 'd': 1, 'i': 1, 'm': 1, 'n': 1}"
521,nifak,"{'a': 1, 'f': 1, 'i': 1, 'k': 1, 'n': 1}"
521,nihai,"{'a': 1, 'h': 1, 'i': 2, 'n': 1}"
521,pembe,"{'b': 1, 'e': 2, 'm': 1, 'p': 1}"
521,plaka,"{'a': 2, 'k': 1, 'l': 1, 'p': 1}"
521,saika,"{'a': 2, 'i': 1, 'k': 1, 's': 1}"
521,salah,"{'a': 2, 'h': 1, 'l': 1, 's': 1}"
521,tabii,"{'a': 1, 'b': 1, 'i': 2, 't': 1}"
521,vedia,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'v': 1}"
522,abiye,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'y': 1}"
522,agora,"{'a': 2, 'g': 1, 'o': 1, 'r': 1}"
522,ahlat,"{'a': 2, 'h': 1, 'l': 1, 't': 1}"
522,akait,"{'a': 2, 'i': 1, 'k': 1, 't': 1}"
522,anemi,"{'a': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
522,anime,"{'a': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
522,bamya,"{'a': 2, 'b': 1, 'm': 1, 'y': 1}"
522,banjo,"{'a': 1, 'b': 1, 'j': 1, 'n': 1, 'o': 1}"
522,batar,"{'a': 2, 'b': 1, 'r': 1, 't': 1}"
522,bayma,"{'a': 2, 'b': 1, 'm': 1, 'y': 1}"
522,bazal,"{'a': 2, 'b': 1, 'l': 1, 'z': 1}"
522,benli,"{'b': 1, 'e': 1, 'i': 1, 'l': 1, 'n': 1}"
522,bilar,"{'a': 1, 'b': 1, 'i': 1, 'l': 1, 'r': 1}"
522,bobin,"{'b': 2, 'i': 1, 'n': 1, 'o': 1}"
522,cemil,"{'c': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
522,cudam,"{'a': 1, 'c': 1, 'd': 1, 'm': 1, 'u': 1}"
522,dayak,"{'a': 2, 'd': 1, 'k': 1, 'y': 1}"
522,delil,"{'d': 1, 'e': 1, 'i': 1, 'l': 2}"
522,delta,"{'a': 1, 'd': 1, 'e': 1, 'l': 1, 't': 1}"
522,dikme,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1}"
522,dulda,"{'a': 1, 'd': 2, 'l': 1, 'u': 1}"
522,ejder,"{'d': 1, 'e': 2, 'j': 1, 'r': 1}"
522,emare,"{'a': 1, 'e': 2, 'm': 1, 'r': 1}"
522,emlak,"{'a': 1, 'e': 1, 'k': 1, 'l': 1, 'm': 1}"
522,eneme,"{'e': 3, 'm': 1, 'n': 1}"
522,erbap,"{'a': 1, 'b': 1, 'e': 1, 'p': 1, 'r': 1}"
522,fahri,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 'r': 1}"
522,fanta,"{'a': 2, 'f': 1, 'n': 1, 't': 1}"
522,fehva,"{'a': 1, 'e': 1, 'f': 1, 'h': 1, 'v': 1}"
522,ferdi,"{'d': 1, 'e': 1, 'f': 1, 'i': 1, 'r': 1}"
522,filan,"{'a': 1, 'f': 1, 'i': 1, 'l': 1, 'n': 1}"
522,final,"{'a': 1, 'f': 1, 'i': 1, 'l': 1, 'n': 1}"
522,gelme,"{'e': 2, 'g': 1, 'l': 1, 'm': 1}"
522,hakim,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'm': 1}"
522,halat,"{'a': 2, 'h': 1, 'l': 1, 't': 1}"
522,hilal,"{'a': 1, 'h': 1, 'i': 1, 'l': 2}"
522,hodan,"{'a': 1, 'd': 1, 'h': 1, 'n': 1, 'o': 1}"
522,ihlal,"{'a': 1, 'h': 1, 'i': 1, 'l': 2}"
522,ipeka,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'p': 1}"
522,kafes,"{'a': 1, 'e': 1, 'f': 1, 'k': 1, 's': 1}"
522,kalem,"{'a': 1, 'e': 1, 'k': 1, 'l': 1, 'm': 1}"
522,kapma,"{'a': 2, 'k': 1, 'm': 1, 'p': 1}"
522,kavga,"{'a': 2, 'g': 1, 'k': 1, 'v': 1}"
522,kelam,"{'a': 1, 'e': 1, 'k': 1, 'l': 1, 'm': 1}"
522,kemal,"{'a': 1, 'e': 1, 'k': 1, 'l': 1, 'm': 1}"
522,nafta,"{'a': 2, 'f': 1, 'n': 1, 't': 1}"
522,nalan,"{'a': 2, 'l': 1, 'n': 2}"
522,nebat,"{'a': 1, 'b': 1, 'e': 1, 'n': 1, 't': 1}"
522,neden,"{'d': 1, 'e': 2, 'n': 2}"
522,paraf,"{'a': 2, 'f': 1, 'p': 1, 'r': 1}"
522,prafa,"{'a': 2, 'f': 1, 'p': 1, 'r': 1}"
522,radar,"{'a': 2, 'd': 1, 'r': 2}"
522,rebap,"{'a': 1, 'b': 1, 'e': 1, 'p': 1, 'r': 1}"
522,redif,"{'d': 1, 'e': 1, 'f': 1, 'i': 1, 'r': 1}"
522,sadme,"{'a': 1, 'd': 1, 'e': 1, 'm': 1, 's': 1}"
522,vebal,"{'a': 1, 'b': 1, 'e': 1, 'l': 1, 'v': 1}"
523,afazi,"{'a': 2, 'f': 1, 'i': 1, 'z': 1}"
523,aklen,"{'a': 1, 'e': 1, 'k': 1, 'l': 1, 'n': 1}"
523,aksak,"{'a': 2, 'k': 2, 's': 1}"
523,allem,"{'a': 1, 'e': 1, 'l': 2, 'm': 1}"
523,avane,"{'a': 2, 'e': 1, 'n': 1, 'v': 1}"
523,avara,"{'a': 3, 'r': 1, 'v': 1}"
523,banko,"{'a': 1, 'b': 1, 'k': 1, 'n': 1, 'o': 1}"
523,basil,"{'a': 1, 'b': 1, 'i': 1, 'l': 1, 's': 1}"
523,batik,"{'a': 1, 'b': 1, 'i': 1, 'k': 1, 't': 1}"
523,bayan,"{'a': 2, 'b': 1, 'n': 1, 'y': 1}"
523,binme,"{'b': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
523,bohem,"{'b': 1, 'e': 1, 'h': 1, 'm': 1, 'o': 1}"
523,canip,"{'a': 1, 'c': 1, 'i': 1, 'n': 1, 'p': 1}"
523,carta,"{'a': 2, 'c': 1, 'r': 1, 't': 1}"
523,cayma,"{'a': 2, 'c': 1, 'm': 1, 'y': 1}"
523,cehri,"{'c': 1, 'e': 1, 'h': 1, 'i': 1, 'r': 1}"
523,cunda,"{'a': 1, 'c': 1, 'd': 1, 'n': 1, 'u': 1}"
523,dalya,"{'a': 2, 'd': 1, 'l': 1, 'y': 1}"
523,demli,"{'d': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
523,dergi,"{'d': 1, 'e': 1, 'g': 1, 'i': 1, 'r': 1}"
523,diken,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'n': 1}"
523,dilme,"{'d': 1, 'e': 1, 'i': 1, 'l': 1, 'm': 1}"
523,dinek,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'n': 1}"
523,dingi,"{'d': 1, 'g': 1, 'i': 2, 'n': 1}"
523,dolak,"{'a': 1, 'd': 1, 'k': 1, 'l': 1, 'o': 1}"
523,engel,"{'e': 2, 'g': 1, 'l': 1, 'n': 1}"
523,esame,"{'a': 1, 'e': 2, 'm': 1, 's': 1}"
523,esbap,"{'a': 1, 'b': 1, 'e': 1, 'p': 1, 's': 1}"
523,eslaf,"{'a': 1, 'e': 1, 'f': 1, 'l': 1, 's': 1}"
523,fasih,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 's': 1}"
523,fauna,"{'a': 2, 'f': 1, 'n': 1, 'u': 1}"
523,ferma,"{'a': 1, 'e': 1, 'f': 1, 'm': 1, 'r': 1}"
523,gabro,"{'a': 1, 'b': 1, 'g': 1, 'o': 1, 'r': 1}"
523,gelen,"{'e': 2, 'g': 1, 'l': 1, 'n': 1}"
523,genel,"{'e': 2, 'g': 1, 'l': 1, 'n': 1}"
523,gider,"{'d': 1, 'e': 1, 'g': 1, 'i': 1, 'r': 1}"
523,halim,"{'a': 1, 'h': 1, 'i': 1, 'l': 1, 'm': 1}"
523,hamil,"{'a': 1, 'h': 1, 'i': 1, 'l': 1, 'm': 1}"
523,helme,"{'e': 2, 'h': 1, 'l': 1, 'm': 1}"
523,hempa,"{'a': 1, 'e': 1, 'h': 1, 'm': 1, 'p': 1}"
523,idrak,"{'a': 1, 'd': 1, 'i': 1, 'k': 1, 'r': 1}"
523,ihmal,"{'a': 1, 'h': 1, 'i': 1, 'l': 1, 'm': 1}"
523,ilham,"{'a': 1, 'h': 1, 'i': 1, 'l': 1, 'm': 1}"
523,izabe,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'z': 1}"
523,kadir,"{'a': 1, 'd': 1, 'i': 1, 'k': 1, 'r': 1}"
523,kahin,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'n': 1}"
523,kapan,"{'a': 2, 'k': 1, 'n': 1, 'p': 1}"
523,keder,"{'d': 1, 'e': 2, 'k': 1, 'r': 1}"
523,kefil,"{'e': 1, 'f': 1, 'i': 1, 'k': 1, 'l': 1}"
523,kendi,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'n': 1}"
523,kerde,"{'d': 1, 'e': 2, 'k': 1, 'r': 1}"
523,lamel,"{'a': 1, 'e': 1, 'l': 2, 'm': 1}"
523,libas,"{'a': 1, 'b': 1, 'i': 1, 'l': 1, 's': 1}"
523,manej,"{'a': 1, 'e': 1, 'j': 1, 'm': 1, 'n': 1}"
523,matah,"{'a': 2, 'h': 1, 'm': 1, 't': 1}"
523,mebni,"{'b': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
523,mehle,"{'e': 2, 'h': 1, 'l': 1, 'm': 1}"
523,melal,"{'a': 1, 'e': 1, 'l': 2, 'm': 1}"
523,necat,"{'a': 1, 'c': 1, 'e': 1, 'n': 1, 't': 1}"
523,nicel,"{'c': 1, 'e': 1, 'i': 1, 'l': 1, 'n': 1}"
523,nikah,"{'a': 1, 'h': 1, 'i': 1, 'k': 1, 'n': 1}"
523,rical,"{'a': 1, 'c': 1, 'i': 1, 'l': 1, 'r': 1}"
523,sahan,"{'a': 2, 'h': 1, 'n': 1, 's': 1}"
523,sakak,"{'a': 2, 'k': 2, 's': 1}"
523,tamah,"{'a': 2, 'h': 1, 'm': 1, 't': 1}"
523,yaban,"{'a': 2, 'b': 1, 'n': 1, 'y': 1}"
524,ahval,"{'a': 2, 'h': 1, 'l': 1, 'v': 1}"
524,akaju,"{'a': 2, 'j': 1, 'k': 1, 'u': 1}"
524,balon,"{'a': 1, 'b': 1, 'l': 1, 'n': 1, 'o': 1}"
524,bidon,"{'b': 1, 'd': 1, 'i': 1, 'n': 1, 'o': 1}"
524,caize,"{'a': 1, 'c': 1, 'e': 1, 'i': 1, 'z': 1}"
524,ceket,"{'c': 1, 'e': 2, 'k': 1, 't': 1}"
524,celse,"{'c': 1, 'e': 2, 'l': 1, 's': 1}"
524,cemre,"{'c': 1, 'e': 2, 'm': 1, 'r': 1}"
524,cezai,"{'a': 1, 'c': 1, 'e': 1, 'i': 1, 'z': 1}"
524,denli,"{'d': 1, 'e': 1, 'i': 1, 'l': 1, 'n': 1}"
524,depar,"{'a': 1, 'd': 1, 'e': 1, 'p': 1, 'r': 1}"
524,duble,"{'b': 1, 'd': 1, 'e': 1, 'l': 1, 'u': 1}"
524,elbet,"{'b': 1, 'e': 2, 'l': 1, 't': 1}"
524,erika,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'r': 1}"
524,etfal,"{'a': 1, 'e': 1, 'f': 1, 'l': 1, 't': 1}"
524,fatih,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 't': 1}"
524,fifre,"{'e': 1, 'f': 2, 'i': 1, 'r': 1}"
524,fodra,"{'a': 1, 'd': 1, 'f': 1, 'o': 1, 'r': 1}"
524,glase,"{'a': 1, 'e': 1, 'g': 1, 'l': 1, 's': 1}"
524,hafit,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 't': 1}"
524,harap,"{'a': 2, 'h': 1, 'p': 1, 'r': 1}"
524,hatif,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 't': 1}"
524,hindi,"{'d': 1, 'h': 1, 'i': 2, 'n': 1}"
524,ilhan,"{'a': 1, 'h': 1, 'i': 1, 'l': 1, 'n': 1}"
524,imbik,"{'b': 1, 'i': 2, 'k': 1, 'm': 1}"
524,irice,"{'c': 1, 'e': 1, 'i': 2, 'r': 1}"
524,ithaf,"{'a': 1, 'f': 1, 'h': 1, 'i': 1, 't': 1}"
524,kalas,"{'a': 2, 'k': 1, 'l': 1, 's': 1}"
524,karma,"{'a': 2, 'k': 1, 'm': 1, 'r': 1}"
524,kelek,"{'e': 2, 'k': 2, 'l': 1}"
524,keman,"{'a': 1, 'e': 1, 'k': 1, 'm': 1, 'n': 1}"
524,kikla,"{'a': 1, 'i': 1, 'k': 2, 'l': 1}"
524,mambo,"{'a': 1, 'b': 1, 'm': 2, 'o': 1}"
524,marka,"{'a': 2, 'k': 1, 'm': 1, 'r': 1}"
524,masaj,"{'a': 2, 'j': 1, 'm': 1, 's': 1}"
524,mekan,"{'a': 1, 'e': 1, 'k': 1, 'm': 1, 'n': 1}"
524,onama,"{'a': 2, 'm': 1, 'n': 1, 'o': 1}"
524,pafta,"{'a': 2, 'f': 1, 'p': 1, 't': 1}"
524,palan,"{'a': 2, 'l': 1, 'n': 1, 'p': 1}"
524,rahle,"{'a': 1, 'e': 1, 'h': 1, 'l': 1, 'r': 1}"
524,rakam,"{'a': 2, 'k': 1, 'm': 1, 'r': 1}"
524,ramak,"{'a': 2, 'k': 1, 'm': 1, 'r': 1}"
524,sadik,"{'a': 1, 'd': 1, 'i': 1, 'k': 1, 's': 1}"
524,sakal,"{'a': 2, 'k': 1, 'l': 1, 's': 1}"
524,salak,"{'a': 2, 'k': 1, 'l': 1, 's': 1}"
524,skala,"{'a': 2, 'k': 1, 'l': 1, 's': 1}"
525,abuli,"{'a': 1, 'b': 1, 'i': 1, 'l': 1, 'u': 1}"
525,afoni,"{'a': 1, 'f': 1, 'i': 1, 'n': 1, 'o': 1}"
525,ajans,"{'a': 2, 'j': 1, 'n': 1, 's': 1}"
525,ajite,"{'a': 1, 'e': 1, 'i': 1, 'j': 1, 't': 1}"
525,akran,"{'a': 2, 'k': 1, 'n': 1, 'r': 1}"
525,aksam,"{'a': 2, 'k': 1, 'm': 1, 's': 1}"
525,alarm,"{'a': 2, 'l': 1, 'm': 1, 'r': 1}"
525,alkil,"{'a': 1, 'i': 1, 'k': 1, 'l': 2}"
525,amigo,"{'a': 1, 'g': 1, 'i': 1, 'm': 1, 'o': 1}"
525,ashap,"{'a': 2, 'h': 1, 'p': 1, 's': 1}"
525,asmak,"{'a': 2, 'k': 1, 'm': 1, 's': 1}"
525,behey,"{'b': 1, 'e': 2, 'h': 1, 'y': 1}"
525,bekri,"{'b': 1, 'e': 1, 'i': 1, 'k': 1, 'r': 1}"
525,bezci,"{'b': 1, 'c': 1, 'e': 1, 'i': 1, 'z': 1}"
525,bilim,"{'b': 1, 'i': 2, 'l': 1, 'm': 1}"
525,bizce,"{'b': 1, 'c': 1, 'e': 1, 'i': 1, 'z': 1}"
525,bloke,"{'b': 1, 'e': 1, 'k': 1, 'l': 1, 'o': 1}"
525,cenin,"{'c': 1, 'e': 1, 'i': 1, 'n': 2}"
525,ceren,"{'c': 1, 'e': 2, 'n': 1, 'r': 1}"
525,cihet,"{'c': 1, 'e': 1, 'h': 1, 'i': 1, 't': 1}"
525,demin,"{'d': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
525,denim,"{'d': 1, 'e': 1, 'i': 1, 'm': 1, 'n': 1}"
525,derme,"{'d': 1, 'e': 2, 'm': 1, 'r': 1}"
525,devam,"{'a': 1, 'd': 1, 'e': 1, 'm': 1, 'v': 1}"
